vid_title,vid_id,category,duration,views,likes,url,description,tags
Get Stretched feat. Stretch*d: Best Desk Stretches,2UcvjZJY5IM,Stretch,2.5,2729,17,https://www.youtube.com/watch?v=2UcvjZJY5IM,"Take a break from work for a midday desk stretch! Taught by co-founder of Stretch*d NYC, Vanessa Chu, these are the best back stretches, neck stretches and hip openers to release tension. This quick 2 minute video will refresh you with three simple stretches, perfect for resetting your work day. 

Shop this work from home approved look:
Utility Tank: https://bit.ly/3aXYx6M
Good Karma Bike Short: https://bit.ly/2RtMxC4

Fit in a pre or post-workout stretch: 
https://www.youtube.com/watch?v=8CqP5hFye1g&t=60s
https://www.youtube.com/watch?v=01-N3vIMcFM","['midday stretch', 'desk stretch', 'quick stretch', '5 minute stretches', 'back stretch', 'neck stretch', 'tension stress', 'best quick stretch']"
Mayo Clinic Minute: The importance of stretching throughout your workday,XOIqLNElikI,Stretch,1.0,2035,58,https://www.youtube.com/watch?v=XOIqLNElikI,"More health and medical news on the Mayo Clinic News Network. https://newsnetwork.mayoclinic.org/

Journalists: Clean and nat sound versions of this pkg available for download at https://newsnetwork.mayoclinic.org/ 

Register (free) at https://newsnetwork.mayoclinic.org/request-account/","['Mayo Clinic', 'Health Care (Issue)', 'Healthcare Science (Field Of Study)', 'Dani Johnson', 'Stretching', 'Desk', 'Work', 'Home', 'Exercise', 'Walking', 'Fitness']"
Exercise at Your Desk -  Neck Stretch and Spine Stretch - BackandNeck.ca,wJQ56cO4p6k,Stretch,1.57,10074,2,https://www.youtube.com/watch?v=wJQ56cO4p6k,"http://www.backandneck.ca brings you this set of exercises you can do at your desk! Targeting the trapezius muscle, the first exercise will help to relieve neck pain. The second  exercise, a micro break, will decrease pressure on your spinal column. Both exercises leave you feeling so good!

Are you one of the 10% of all Canadians that suffers from chronic pain?  Check out  our back and neck community at http://www.backandneck.ca!","['desk exercises', 'Stretch', 'neck pain', 'exercise', 'Stretching (Medical Treatment)', 'Trapezius Muscle (Muscle)', 'neck stretch', 'spine stretch', 'relieve pain', 'micro break', 'low back pain', 'pain management', 'decrease pressure', 'Health (Industry)', 'spine']"
Yoga At Your Desk  //  Stretches For Your Neck And Shoulders,yuG1jqluLbM,Stretch,8.1,171,22,https://www.youtube.com/watch?v=yuG1jqluLbM,"Calling out to all working potatoes, sexy potatoes and my couch potatoes! This work from home has been crazy with us sitting on our desk ending up all slouched and stiff by the end of the day.
Well, The Pocket Yogi’s got your back - and your Neck and Shoulders too! We’re covering some exercises today that’ll help you open your chest and shoulders, relieve some tension, and give your spine some well deserved LOVE. If you’re too busy for a full fledged work out sesh, just take 10 mins to do these stretches - right at your desk! You’ll thank me later! (or not?)

It’s amazing how small stretches can really make your day. Practice it to believe it :) 

You can check out more videos on the Fundamentals of Yoga - https://www.youtube.com/watch?v=vYWWAqQFfqE&list=PLb7D5-PnGIhlgtJ9CehwUhkbRhsiYahsN

If you like these videos, please SUBSCRIBE to the channel and share the love! 

Be a plant. Stay hydrated (:
Cheers!

The Pocket Yogi
#thepocketyogi #chairyoga #officeyoga
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
Follow Me -Instagram - https://www.instagram.com/the.pocketyogi/
Facebook - https://www.facebook.com/thepocketyogi/
YouTube - https://www.youtube.com/channel/UCOgYlYOh9r-Ar6lrsnIPI-g
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
Music by Andrew Applepie. You can check him out here -
YouTube - https://www.youtube.com/channel/UCxHw0UHnpIyJJD609SDLL9A
Soundcloud - https://soundcloud.com/andrewapplepie
Bandcamp - https://andrewapplepie.bandcamp.com/
Website - https://www.andrewapplepie.com/#home
Instagram - https://www.instagram.com/andrew_applepie/
Facebook - https://www.facebook.com/andrewapplepie
Spotify - https://open.spotify.com/artist/5BYcwjrQth7em7maAt0yKE
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
The Pocket Yogi always recommends that you consult with your physician about any of the recommendations and follow all safety instructions before beginning any exercise. There is a possibility of physical injury when participating in any exercise or exercise program. If you decide to engage in this exercise or exercise program, you agree that you are doing so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself and agree to release and indemnify The Pocket Yogi from any and all claims or causes of action, known or unknown, arising out of The Pocket Yogi’s negligence","['yoga for beginners', 'yoga at home', 'yoga', 'the pocket yogi', 'pocket yogi', 'beginner yoga', 'heart opener', 'healthy spine', 'yoga foundation', 'home yoga', 'how to do yoga', 'side bends', 'beginner yoga poses', 'yoga how to', 'yoga for flexibility', 'how to start yoga', 'home workout', 'yoga basics', 'yoga online', 'yoga practice', 'yoga stretches', 'yoga in a chair', 'desk yoga', 'chair yoga', 'yoga at your desk', 'yoga at work', 'yoga at the office', 'office yoga', 'chair yoga for everyone', '10 minute chair yoga']"
De-stress at Your Desk with a 5-Minute Stretching Routine,R86jwm1HIvk,Stretch,6.88,4016,0,https://www.youtube.com/watch?v=R86jwm1HIvk,"Combat the stress of the Holiday season with these quick and easy stretches you can do at your desk.   Taking a few minutes to breathe and stretch can help you manage stress during this busy season. 
Before you start any physical activity be sure to consult with a physician.

Start with sitting up nice and tall at the end of your chair with your legs hips width apart and your feet comfortably placed on the floor.  Make sure your chair is stable and won't roll if it has wheels.  
 
1. Shoulder Rolls
2. Head and Neck
Drop chin towards sternum and lift; rotate right to left and drop ear towards shoulders
3. Forearms
Flex and extend the wrists
4. Shoulder
Pull arm across the body to stretch the back of the shoulder
5. Chest
Interlace your fingers behind your back and open through the chest
6. Torso Rotations
Rotate right and left maintaining a neutral spine
7. Cross Leg into Figure 4
Cross leg to stretch the back of the hip and glutes
8. Standing Quad
Place foot on chair of hold with your hand to stretch the quadriceps",
10 easy stretches you can do at your desk,EAWVqB04aBg,Stretch,2.38,6876,27,https://www.youtube.com/watch?v=EAWVqB04aBg,"Chatelaine contributing fitness editor Assata McKenzie takes us through 10 easy stretches you can do at your desk. Whether you're at home or work, it's time to get moving!

3 EASY GLUTE EXERCISES: http://www.chatelaine.com/health/fitness/glutes-exercises/

SUBSCRIBE to the Chatelaine channel: http://bit.ly/1Paam7T

WEBSITE: For the latest recipes, style & decor inspiration, visit: http://chatelaine.com
FACEBOOK: https://www.facebook.com/ChatelaineMagazine
TWITTER: @Chatelaine
INSTAGRAM and SNAPCHAT: @ChatelaineMag 
PINTEREST: https://www.pinterest.com/chatelainemag/","['Chatelaine', 'Chatelaine magazine', 'fitness', 'Assata Mckenzie', 'Assata', 'stretching', 'stretches', 'workout', 'weight loss', 'exercises', 'exercise', 'easy stretches', 'desk', 'desk stretches', 'stretch at work', 'tight shoulders']"
Desk exercises,Lg8PFfd85ts,Stretch,3.3,93981,860,https://www.youtube.com/watch?v=Lg8PFfd85ts,"These are some easy exercises you can perform at your desk.

Many of us have sedentary jobs as we sit behind a desk all day.  Here are some tips to help keep you a bit more active and relieve some of the workday stress.","['exercise', 'office exercise', 'desk exercise', 'via christi health', 'wichita', 'ks']"
Stretch Breaks at Your Desk (2018),vE1idGTZOIY,Stretch,1.98,100132,922,https://www.youtube.com/watch?v=vE1idGTZOIY,"https://youtu.be/vE1idGTZOIY
Sit at a desk all day? We've got some expert advice and a demonstration from Renown Outpatient Physical Therapists, Brendan and Jessica Ryder, on how to keep your body moving with spine stretches. 
#renownhealth #wolfpacksports #renownrehab","['desk job', 'desk stretches', 'physical therapy', 'exercise', 'muscle aches', 'renown health', 'reno', 'nevada']"
Relaxing Stretching Workout for Stiff Muscles &amp; Stress Relief - Easy Stretches to Do at Work,a9WC_eLmP30,Stretch,6.07,2173575,15329,https://www.youtube.com/watch?v=a9WC_eLmP30,"Calorie burn + workout info @ http://bit.ly/1HJAXJr
New: 4 Week Core Program for Abs, Obliques & Lower Back Now Available @ http://bit.ly/1F4JbIj
Search all of our workout programs by length, goal, difficulty level, training type & more: http://bit.ly/1xRzMR1

Keep up with us on facebook @ http://on.fb.me/1nLlLwY Instagram @ http://bit.ly/LeZwmC Google+ @ http://bit.ly/1clGvI3 twitter @ http://bit.ly/1BnC8cm Pinterest @ http://bit.ly/1xvTt3s

Note: All information provided by Fitness Blender is of a general nature and is furnished only for educational/entertainment purposes only. No information is to be taken as medical or other health advice pertaining to any individual specific health or medical condition. You agree that use of this information is at your own risk and hold Fitness Blender harmless from any and all losses, liabilities, injuries or damages resulting from any and all claims.","['fitness blender', 'fitness', 'blender', 'stretch', 'stretches', 'stretching workout', 'stretch workout', 'cool down', 'cool down workout', 'cool down stretch', 'warm up', 'warm up stretches', 'flexibility workout', 'flexibility exercises', 'Stretches to Do at Work', 'office stretches', 'desk stretches', 'office workout', 'stretches at desk', 'work stretches', 'stretches at work', 'stretches to do before bed', 'relaxing stretch', 'stretches for stress relief', 'neck stretches', 'back stretches', 'shoulder stretches']"
7 office stretching exercises to get energized at work!,9U0dLLf1HQE,Stretch,6.12,221951,1456,https://www.youtube.com/watch?v=9U0dLLf1HQE,"Read the whole article at: http://tips.fitnessreloaded.com/office-stretching-exercises/

Sitting kills. Multiple studies now support that sitting is the new smoking, with people who sit too long having a 54% increase in heart attack risk.

Even though most of us spend multiple hours on our desk chair every day averaging 9.3 hours of total sitting a day, there is light at the end of the tunnel: Taking frequent breaks at work, to get up and walk or stretch, breaks the vicious sitting cycle and reduces the brutal effects of sitting on our longevity.

That's why I have created the Office Exercise & Stretch app. I did it to help myself get up from my chair more often -- because I too sit for multiple hours a day! It's available on Android (https://play.google.com/store/apps/details?id=com.fitnessreloaded.office_exercise_and_stretch_pro&hl=en) and Windows 8 (http://apps.microsoft.com/windows/en-us/app/office-exercise-stretch/7afa2033-1171-4f2c-8119-e1f11669cee5).

In today's episode I included 7 stretching exercises from my Office Exercise & Stretch app to do when you need to take a break and get some extra energy at work.","['office exercises', 'office stretch', 'office stretching', 'exercise at work', 'stretch at work']"
Stretch at your desk,KBaSGF6kYqw,Stretch,3.07,9292,33,https://www.youtube.com/watch?v=KBaSGF6kYqw,"Elinor East, Senior Musculoskeletal Physiotherapist, talks you through a simple stretching routine you can fit in to your working day.","['bupa', 'health', 'work', 'workplace', 'wellbeing', 'wellbeing at work', 'desk', 'stretches', 'neck', 'back', 'shoulders']"
Real Time Full Body Stretching Routine - Ask Doctor Jo,JJAHGpe0AVU,Stretch,37.85,976488,8306,https://www.youtube.com/watch?v=JJAHGpe0AVU,"This full body stretching routine is great for general wellness, flexibility, and pain relief. This real-time video will give you a relaxing whole body stretch from your head down to your toes. Click here for a shorter full body stretch: https://www.youtube.com/watch?v=y9fNh7cYo64&list=PLPS8D21t0eO_aKBiXrRDEvPM3hRzXUJQd&index=48

And thank you to InkPixi for providing Doctor Jo with the free Super Jo T-shirt to wear.

Related Videos:

Knee Pain Stretches & Exercises, Real-Time Routine:
https://www.youtube.com/watch?v=NkOwuoJCAuQ&index=35&list=PLPS8D21t0eO8bRyNBvm5NULZeCKPsnP3Q

Neck Pain Stretches, Real-Time Routine:
https://www.youtube.com/watch?v=u3Ocw5UIpYs&list=PLPS8D21t0eO_Ny9ors3aP4K1P_91a2-yw&index=24

===========================================

Full Body Stretching Routine:
https://www.youtube.com/watch?v=JJAHGpe0AVU

DISCLAIMER: This content (the video, description, links, and comments) is not medical advice or a treatment plan and is intended for general education and demonstration purposes only. This content should not be used to self-diagnose or self-treat any health, medical, or physical condition. Don’t use this content to avoid going to your own healthcare professional or to replace the advice they give you. Consult with your healthcare professional before doing anything contained in this content. You agree to indemnify and hold harmless Ask Doctor Jo, LLC and its officers for any and all losses, injuries, or damages resulting from any and all claims that arise from your use or misuse of this content. Ask Doctor Jo, LLC makes no representations about the accuracy or suitability of this content. Use of this content is at your sole risk.

PRODUCT PLACEMENT DISCLAIMER: Thank you to InkPixi for providing Doctor Jo with the free Super Jo T-shirt to wear.","['stretching exercises', 'stretching', 'full body stretch', 'whole body stretch', 'stretching routine', 'full body stretching routine', 'whole body stretching routine', 'stretching routine for beginners', 'real time stretching routine', 'follow along stretching routine', 'morning stretching routine', 'evening stretching routine', 'physical therapy', 'askdoctorjo', 'doctorjo', 'ask doctor jo', 'dr jo', 'doctor joe', 'ask doctor joe', 'real time full body stretch']"
Physio Upper Back Stretch &amp; Relieve Desk Break Routine,TMDX7hdQKSY,Stretch,5.87,73355,1163,https://www.youtube.com/watch?v=TMDX7hdQKSY,"Physical Therapist routine of upper back stretches to relieve pain and tension (at your desk) from http://www.pelvicexercises.com.au This quick desk stretching routine helps you release your shoulders & upper back muscle leaving your body feeling more comfortable and relaxed.

The upper back and shoulder stretches demonstrated in this video include:
- Shoulder rolls for shoulder release
- Reach forwards middle back stretch
- Reach behind chest and front of shoulder stretch
- Reach forwards and grasp under thighs for middle trapezius (middle back) stretch
- Back extension stretch to mobilize tight thoracic joints in the mid spine
- Arm across opposite shoulder stretch for rhomboids (mid back) and rotator cuff (back of shoulder) stretch
- Spinal rotation stretch opens facet joints of middle and lower back and stretches middle back and shoulder muscles

These upper back stretches and shoulder stretches are general stretches for releasing muscle tension and associated discomfort. The stretches should always feel comfortable. Cease any exercise that causes discomfort.

Music:
Summer House Lounge (Licensed User)
OneWaveRecords
Audio Jungle Item URL:
https://audiojungle.net/item/summer-lounge-house/19438771

Aiden Kenway: https://www.youtube.com/channel/UCEeJ... Lights by Sappheiros https://soundcloud.com/sappheirosmusic Creative Commons — Attribution 3.0 Unported — CC BY 3.0 Free Download / Stream: https://bit.ly/LightsSappheiros Music promoted by Audio Library https://youtu.be/-lbbHQbZNKg

Disclaimer 
The information provided in this video is intended as general information and not a substitute for individual medical advice regarding your medical condition. To the extent permitted by law, neither Healthy Fit Solutions Pty Ltd, as trustee for the P & M Kenway Family Trust (“we”), nor any of our officers, employees, agents or related bodies corporate will be liable in any way (including for negligence) for any loss, damage, costs or expenses suffered by you or claims made against you through your use of, or in connection with, this video or information supplied or offered to be supplied on this video. Although we use our best efforts to provide accurate information and other materials on this video, the video is provided “as-is”. To the extent permitted by law, all warranties, conditions and representations provided about or by","['upper back stretches', 'upper back pain relief', 'desk stretches', 'physical therapy', 'physical therapist', 'study stretches', 'back stretching routine', 'shoulder stretches', 'neck pain', 'back pain', 'stress relief', 'tension stretches', 'neck stretches']"
Office Stretching Routine - Ask Doctor Jo,Oo_43Rrg23U,Stretch,18.87,3137,95,https://www.youtube.com/watch?v=Oo_43Rrg23U,"These 6 easy office stretches go from your head to your toes, and are done in real time, so all you have to do is follow along. More full body stretching: https://www.youtube.com/watch?v=JJAHGpe0AVU

Find out more about all of the office stretches here: https://www.askdoctorjo.com/real-time-office-stretching-routine

Related Videos:

Real Time Full Body Stretching Routine:
https://www.youtube.com/watch?v=JJAHGpe0AVU

Real Time Morning Stretch Routine:
https://www.youtube.com/watch?v=j1kDA6m6m10

===========================================

SUPPORT me on Patreon for as little as $1 a month, and get cool rewards: http://www.patreon.com/askdoctorjo

===========================================

Office Stretching Routine:
https://www.youtube.com/watch?v=1al2D1p5MNs

DISCLAIMER: This content (the video, description, links, and comments) is not medical advice or a treatment plan and is intended for general education and demonstration purposes only. This content should not be used to self-diagnose or self-treat any health, medical, or physical condition. Don’t use this content to avoid going to your own healthcare professional or to replace the advice they give you. Consult with your healthcare professional before doing anything contained in this content. You agree to indemnify and hold harmless Ask Doctor Jo, LLC and its officers for any and all losses, injuries, or damages resulting from any and all claims that arise from your use or misuse of this content. Ask Doctor Jo, LLC makes no representations about the accuracy or suitability of this content. Use of this content is at your sole risk.","['office stretches', 'stretches to do at work', 'desk stretches', 'stretches at work', 'relaxing stretch', 'stretches for stress relief', 'office stretching', 'office stretch', 'stretch at work', 'stretching at work', 'desk stretch', 'physical therapy', 'physiotherapy', 'askdoctorjo', 'doctorjo', 'ask doctor jo', 'dr jo', 'doctor joe', 'ask doctor joe', 'office stretching routine', 'office stretching exercises video', 'office stretching exercises']"
Bowflex® Stretch | Five-Minute Full Body Stretch,2L2lnxIcNmo,Stretch,5.55,11991447,116231,https://www.youtube.com/watch?v=2L2lnxIcNmo,"Check out more Bowflex workouts here: https://www.bowflex.com/blog/workouts?adID=DOXFBBYOUTUBE

If you're in need of a five-minute full body stretch, then this video is for you!  This routine has 14 stretches, held for 20 second each, that will loosen your major muscle groups from head to toe.

One of the secrets of success with flexibility is having a routine. It doesn’t need to be long or complicated, either. Doing just a few minutes of basic stretches on most days of the week will help prevent the loss of flexibility while keeping your body performing optimally. 

A few quick pointers:
1. Studies show that a great time to stretch is after a cardio workout, when your muscles are warm from the increased blood flow.
2. You should feel a gentle stretch, not pain.
3. Remember to breathe throughout the stretch

Subscribe for more workouts and tips: http://goo.gl/sxLYmP
Additional fitness tips: http://goo.gl/vFWbTL

Quick workouts: http://goo.gl/mj1b0C

http://www.Bowflex.com?adID=DOXFBBYOUTUBE - Find all the fitness solutions you'll ever need to get on your way to being a healthier you.

Head over to the Bowflex Insider blog to read the latest in all things related to fitness and health. Check it out and find some tips or workouts to help you reach your goals - https://www.bowflex.com/blog?adID=DOXFBBYOUTUBE 

Connect with us and socialize with other Bowflex enthusiasts:
https://www.instagram.com/bowflex/
http://www.facebook.com/Bowflex
http://twitter.com/Bowflex
http://pinterest.com/Bowflex","['full body stretch', 'stretch for your whole body', 'stretching', 'stretches', 'stretching exercises for flexibility', 'stretching exercises for beginners', 'stretching exercises', 'stretching for flexibility', 'stretching routine', 'full body stretching routine', 'health', 'fitness', 'exercise', 'fitness videos', 'fitness tips', 'exercise videos', 'workout', 'work out', 'Tom Holland', 'Bowflex', 'stretch']"
Office Workers Guide to Stretching and Ergonomics,hzUStg_pGBE,Stretch,0.92,1861,14,https://www.youtube.com/watch?v=hzUStg_pGBE,"Do you spend your 40-hour work week tied to a desk and chair? If so you're like many Americans. The downfall of computer-based work is the compromise it subjects the body to. We've all seen studies and articles in the news on the negative cardiovascular impact prolonged sitting can have, but what about the musculoskeletal compromise?

Did you know that prolonged sitting can shorten your hamstrings and hip flexors, contribute to neck and low back pain, and even diminish core strength? Without frequent standing/walking breaks, we subject ourselves to significant postural changes and medical issues.

Here are a few tips and exercises for the office worker to maintain a healthy body along with their exercised mind:

Proper Sitting Ergonomics: 
Your ankles should be in neutral with feet flat on the floor, knees bent at 90 degrees, hips bent at 90 degrees, trunk in neutral, shoulders in neutral, elbows bent at 90 degrees resting on armrests, wrists in neutral with keyboard directly underneath the hands, and monitor at eye level so your neck remains neutral and relaxed.

Breaks:
It is recommended to try to take 5-10 minutes every hour to get up, stretch, and move your body.

As always, if these exercises increase your pain at all, or if they don't improve your symptoms after a few days, you will probably benefit from a one-on-one evaluation with a physical therapist.","['Physical Therapy', 'Sports Medicine', 'Occupational Therapy', 'Ivy Rehab', 'Sports Injury', 'Rehabilitation', 'PT', 'office work', 'stretching']"
How to Stretch your Lower back at your desk,-pqfd-g7rIM,Stretch,5.38,43264,410,https://www.youtube.com/watch?v=-pqfd-g7rIM,"Simple stretches anyone can do at their desk or on any chair. Great for the elderly or those who can't lay down on the floor to stretch!
Perform each stretch for 20-30 seconds, and if you experience any pain, release the stretch a little until you feel comfortable.
Good luck!","['desk stretches', 'desk posture', 'low back pain', 'lower back', 'backpain', 'pain', 'stretches', 'desk', 'posture', 'piriformis', 'sitting stretches', 'sitting']"
Bowflex® Stretch | 3 Stretches for People Who Sit All Day,KBdF1JUGKE0,Stretch,2.27,274561,4235,https://www.youtube.com/watch?v=KBdF1JUGKE0,"Check out more Bowflex workouts here: https://goo.gl/jkjFMm

If you're like a lot of people, your day-to-day activity involves a lot of sitting in a chair at a desk or in a vehicle.  This can leave your muscles tight which can lead to pain and dysfunction.  The good news is, it is very easy to stretch those muscles once or twice a day to help combat the muscle tightness you get from sitting all day. 

In this video, you will see three different stretches you can do in as little as 3-5 minutes anytime during your day to help relieve muscle tightness from sitting:

1) Lower back stretch
2) Hip flexor stretch
3) Chest stretch

Do each of these stretches for about 30-60 seconds once or twice a day to be kind to your muscles.

Love this video and want more? Subscribe using this link and get notified when we send a new one out into the world: http://goo.gl/sxLYmP

If you need some workout suggestions, check out these additional fitness tips: http://goo.gl/vFWbTL

And we have a continuously growing playlist of short workouts if you need some time savers: http://goo.gl/mj1b0C

http://www.Bowflex.com - Amazing fitness equipment for just about any fitness need you can think of.

http://www.BowflexInsider.com - Find the answers to your burning fitness questions by heading to our Bowflex Insider blog where we post the latest in all things related to fitness and health and suggest simple ways to start losing weight, building muscle or just becoming a healthier you.

Connect with us and socialize with other Bowflex fans:
http://www.facebook.com/Bowflex
http://twitter.com/Bowflex
http://plus.google.com/+Bowflex
http://pinterest.com/Bowflex","['stretches', 'at home stretches', 'easy stretches', 'stretches for tight muscles', 'lower back stretches', 'hip flexor stretches', 'chest stretches', 'quick stretches', 'stretches for tight muscles from sitting', 'stretches for hip pain', 'stretches for back pain', 'stretches for chest pain', 'stretches for posture', 'fitness', 'health', 'exercise', 'stretching video', 'Tom Holland', 'Bowflex']"
5 Minute Office Stretch Break,EG2fEkO4X1w,Stretch,6.27,39254,196,https://www.youtube.com/watch?v=EG2fEkO4X1w,"CHECK OUT MY FULL PROGRAMS HERE: http://bit.ly/2En0HvR 
GET MY NUTRITION GUIDE HERE: https://bit.ly/360sOPl 
FOLLOW ME ON FB, IG, AND TWITTER @BodyFitbyAmy 
CHECK OUT MY WEBSITE: https://bodyfitbyamy.com/

Take a break from your work day with this 5 minute office stretch break, all that can be done from your desk chair!","['Weight Training (Hobby)', 'six pack', '6 pack', 'booty workout', 'ab workout', 'workout video', 'exercise video', 'fitnessblender', 'fitness workout', 'fitness training', 'abs at home', 'core workout', 'core exercises', 'leg workout', 'six pack workout', 'for women', 'abs workout', 'Fitness', 'free video', 'hittworkout', 'quick workout', 'office stretch', 'office workout', 'desk stretches', 'desk workout', 'back stretches', 'work day workout', 'lower back pain', 'neck stretches', 'neck pain', 'shoulder stretches']"
Post-Workout Stretching: Best Stretches to Relax the Muscles,Ji9vKgfWK88,Stretch,10.62,1417664,18457,https://www.youtube.com/watch?v=Ji9vKgfWK88,"This stretching routine is exactly what you need after a run, intense workout or a long day of just sitting at your desk. In just 10 minutes, you can get a full body, head to toe stretch! Grab your mat, take a deep breath and relax...

*****
 ▶︎ Runtastic Blog: http://bit.ly/2kRPaM3
*****

Chapters
0:00 Introduction
0:50 Exercise 1: Child's pose
1:25 Exercise 2: Cobblers stretch
2:03 Exercise 3: Kneeling hip flexor stretch L
2:38 Exercise 4: Kneeling hip flexor stretch R
3:14 Exercise 5: Wall pectoral stretch L
3:50 Exercise 6: Wall pectoral stretch R
4:25 Exercise 7: Lying figure 4 stretch L
5:01 Exercise 8: Lying figure 4 stretch R
5:37 Exercise 9: Shoulder cross stretch L
6:14 Exercise 10: Shoulder cross stretch R
6:50 Exercise 11: Overhead triceps stretch L
7:26 Exercise 12: Overhead triceps stretch R
8:01 Exercise 13 Standing quadriceps stretch L
8:38 Exercise 14 Standing quadriceps stretch R
9:15 Outro

♥ LIKE this video ♥

▶︎ Watch the last episode: https://www.youtube.com/watch?v=sUMx2H8lvwQ

*****
Subscribe NOW: http://bit.ly/rtFitness 
(to get more FREE & great workout and fitness tips)

Runtastic Blog: http://bit.ly/2kRPaM3
Runtastic Instagram: https://instagram.com/Runtastic
Runtastic Facebook: https://facebook.com/Runtastic
Runtastic Twitter: https://twitter.com/Runtastic

*****
Reach your fitness, nutrition, health, wellness & happiness goals:

New Runtastic Fitness videos are posted weekly, providing you with helpful, high-quality information on how you can lead a healthy and active lifestyle.","['runtastic', 'fitness', 'health', 'runtasticFitness', 'stretching', 'stretches', 'routine', 'workout', 'toe', 'full body', 'relax', 'relaxing', 'full body stretch', 'stretching exercises', 'stretching routine', 'stretching routines for athletes', 'stretching routines', 'stretching routines for flexibility beginners', 'stretching routines for runners', 'post workout stretches for flexibility']"
Relaxing Stretching Routine - Great After Long Day of Work,h3cIrEwbcDM,Stretch,12.25,61164,1450,https://www.youtube.com/watch?v=h3cIrEwbcDM,"Relaxing flow is a nice way to relax, stretch and feel better after a long day of work. We will move around flowing in space to help the body recover from stiffness and unwanted tension. Perfect for morning wake up routine or as an evening relaxing routine.


✴✴✴✴ BECOME A MEMBER ✴✴✴✴
✴ http://www.lazydancertips.vhx.tv ✴
✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴

Stuck with your training? TRY MY WORKOUT PLANS
http://lazydancertips.com/ballet-fitness-programs/

✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴
✴CoFounder/Performer/Writer:                                        ✴
✴Alessia Lugoboni                                                              ✴
✴CoFounder/Cinematographer/Cameraman/Editor:    ✴
✴Iacopo Di Luigi                                                                   ✴
✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴

Social links:
🔵 Facebook  ⏩ https://www.facebook.com/LazyDancerTips
🔵 Twitter       ⏩ https://twitter.com/LazyDancerTips
🔵 Instagram ⏩ https://www.instagram.com/lazydancertips/
🔵 Pinterest   ⏩ https://www.pinterest.com/lazydancertips/
🔵 Website     ⏩http://www.lazydancertips.com

✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴✴

Music:
Intro: ""Life of Riley"" Kevin MacLeod (http://www.incompetech.com)
soundtrack: India - (http://www.bensound.com)
Licensed under Creative Commons: By Attribution 3.0 License
http://creativecommons.org/licenses/by/3.0/","['how to get flexible', 'body flexibility', 'stretches for the inflexible', 'get flexible', 'right way to stretch', 'daily stretching routine', 'stretches for lean muscles', 'stretching for lean muscles', 'stretching workout', 'stretching with Alessia', 'elongate muscles', 'stretches for beginner', 'stretching for beginner', 'stretching for beginners', 'stretches for beginners', 'ballerina stretches', 'ballerina stretching', 'ballet stretching', 'yoga like stretching', 'yoga stretching', 'relaxing stretching']"
4 Best Lower Back Pain Stretching Exercises while Standing,Bu4EuPsrdvQ,Stretch,4.98,41535,419,https://www.youtube.com/watch?v=Bu4EuPsrdvQ,"In today's video, I am going to share with you lower back pain stretching exercises. Check out and try these four effective lower back pain stretching exercises at home at or at the gym today!

Be Sure To Get…...
http://www.exercisesforinjuries.com/backs

If you liked this video, then make sure to check out this video:
https://youtu.be/2OElVfF0S5s

Subscribe To Our Channel Here:
http://www.youtube.com/subscription_center?add_user=ExercisesForInjuries

Please Share :)

Take a look at our best pain and injury relieving programs here:
http://www.exerciseforinjuries.com/products/ 

Subscribe To Our Channel Here:
http://www.youtube.com/subscription_center?add_user=ExercisesForInjuries 

Connect With Us Here:

Facebook:
http://www.facebook.com/ExercisesForInjuries

Twitter:
http://twitter.com/Rick_Kaselj

Pinterest:
https://www.pinterest.com/rickkaselj/   

.","['lower back pain stretching exercises', 'back pain', 'back pain stretches', 'sore back', 'best lower back pain stretches', 'yoga back pain stretches', 'Rick Kaselj', 'Exercises For Injuries', 'Pain Hacker']"
How to Stretch at Your Desk,Sy_lLu7bDPk,Stretch,1.62,2065,4,https://www.youtube.com/watch?v=Sy_lLu7bDPk,"Learn how to properly stretch your hamstrings, shoulders, wrists, quadriceps and hip at work from fitness specialists with LIVE FOR LIFE, Duke's employee wellness program. Stretching leads to fewer injuries and pain, improved posture and helps you relax according to Healthline, a health information website.","['Duke University', 'Duke Health', 'Stretching', 'Health benefits', 'stretch', 'wellness', 'employee wellness', 'LIVE FOR LIFE', 'hamstring', 'wrist', 'quadriceps', 'hip', 'health', 'healthy', 'Duke', 'Healthy Duke']"
